Gene,Influence_Score,Num_Connections
TUBG1,1.000000026077032,9.0
BCL2L1,1.000000026077032,14.0
PTGR1,1.000000026077032,24.0
NT5C3A,1.000000026077032,16.0
4-Sep,1.000000026077032,16.0
HPR,1.000000026077032,18.0
ABHD12,1.000000026077032,15.0
PSMA8,1.000000026077032,21.0
THBS2,1.000000026077032,55.0
CALU 2,1.000000026077032,22.0
PKM 1,1.000000026077032,18.0
MACF1,1.000000026077032,16.0
NDRG2,1.000000026077032,25.0
CRK 2,1.000000026077032,23.0
EIF4G2 2,1.000000026077032,55.0
FUS,1.000000026077032,31.0
PRDX3,1.000000026077032,29.0
PACSIN2 2,1.000000026077032,14.0
ATP12A,1.000000026077032,31.0
CCDC132,1.000000026077032,16.0
CDV3,1.000000026077032,10.0
COL4A1,1.000000026077032,22.0
SF3B6,1.000000026077032,13.0
PDPR,1.000000026077032,38.0
KDELC2,1.000000026077032,8.0
BCCIP 2,1.000000026077032,16.0
COL5A1,1.0000000258442014,45.0
RAD21,1.0000000256113708,47.0
ACTR3,1.0000000253785402,75.0
KRT7,1.0000000251457095,57.0
HCFC1,1.0000000251457095,29.0
ACAD8,1.0000000251457095,33.0
PPIB,1.0000000251457095,31.0
LIN7C,1.0000000251457095,37.0
MRPL11,1.0000000251457095,56.0
ERP29,1.0000000251457095,35.0
MUC1,1.0000000251457095,22.0
C8A,1.0000000246800482,77.0
8-Sep,1.0000000246800482,44.0
PLXDC2,1.0000000246800482,29.0
ENO1,1.000000024214387,35.0
BCAT1 1,1.000000024214387,11.0
PSMD6,1.000000024214387,32.0
GART,1.000000024214387,27.0
NP_149033,1.000000024214387,14.0
NEK9,1.000000024214387,13.0
TCIRG1,1.000000024214387,20.0
PARK7,1.000000024214387,36.0
EPS8L2,1.000000024214387,27.0
EFTUD1,1.000000024214387,25.0
BABAM1,1.000000024214387,16.0
DARS2,1.000000024214387,29.0
HP,1.000000024214387,18.0
NIF3L1,1.000000024214387,63.0
STT3B,1.000000024214387,15.0
CAPZB 1,1.000000024214387,37.0
ISCU,1.000000024214387,24.0
SDHC,1.000000024214387,22.0
TXN,1.000000024214387,32.0
SSB,1.000000024214387,29.0
HK1 1,1.000000024214387,20.0
CCDC6,1.000000024214387,23.0
VAT1,1.000000024214387,26.0
RAB11B,1.000000024214387,22.0
GPNMB,1.000000024214387,17.0
PAFAH1B3,1.000000024214387,27.0
NOLC1,1.000000024214387,30.0
PCYOX1,1.000000024214387,35.0
SLC9A3R1,1.000000024214387,28.0
SUCLG1,1.0000000239815563,152.0
NOMO2,1.0000000237487257,48.0
P4HA1 2,1.0000000237487257,46.0
CAT,1.0000000237487257,49.0
NIP7,1.0000000237487257,56.0
MYL9 1,1.000000023515895,90.0
SERPING1,1.0000000232830644,26.0
NOL11,1.0000000232830644,51.0
7-Sep 1,1.0000000232830644,23.0
COL2A1,1.0000000232830644,43.0
HBA1,1.0000000232830644,35.0
SERPINA6,1.0000000232830644,55.0
NOMO3,1.0000000232830644,50.0
PML 2,1.0000000232830644,24.0
CTNNB1,1.0000000232830644,85.0
STAT1,1.000000022817403,67.0
MCM5,1.000000022817403,64.0
XP_001717731,1.0000000223517418,15.0
TMED1,1.0000000223517418,11.0
SRP68,1.0000000223517418,21.0
APP,1.0000000223517418,9.0
ESYT1 1,1.0000000223517418,28.0
QKI,1.0000000223517418,3.0
RPL22,1.0000000223517418,5.0
FAM136A,1.0000000223517418,27.0
PPFIBP1 2,1.0000000223517418,16.0
VBP1,1.0000000223517418,15.0
HSPH1,1.0000000223517418,17.0
PUM1 2,1.0000000223517418,29.0
CAST 2,1.0000000223517418,29.0
TRAPPC3,1.0000000223517418,13.0
OARD1,1.0000000223517418,11.0
SMARCA2,1.0000000223517418,16.0
BLMH,1.0000000223517418,6.0
PRPS1,1.0000000223517418,19.0
AKR7A2,1.0000000223517418,19.0
AKR1C3,1.0000000223517418,14.0
UMPS,1.0000000223517418,6.0
APOE,1.0000000223517418,10.0
CST3,1.0000000223517418,16.0
LMF2,1.0000000223517418,6.0
FUCA1,1.0000000223517418,24.0
ADA,1.0000000223517418,17.0
LTBP1 2,1.0000000223517418,24.0
UBE2L3,1.0000000223517418,18.0
2-Mar,1.0000000223517418,9.0
COX4I1,1.0000000223517418,31.0
PACS1,1.0000000223517418,9.0
SCARB2,1.0000000223517418,31.0
PI4K2A,1.0000000223517418,13.0
RDH11,1.0000000223517418,23.0
PXN,1.0000000223517418,9.0
TMEM205,1.0000000223517418,24.0
MPV17,1.0000000223517418,10.0
GRWD1,1.0000000223517418,13.0
GCSH,1.0000000223517418,39.0
MAP2K2,1.0000000223517418,10.0
MYO1E,1.0000000223517418,17.0
ABCE1,1.0000000223517418,13.0
NP_001036069,1.0000000223517418,8.0
PYGL,1.0000000223517418,16.0
HLA-DRB3,1.0000000223517418,44.0
CAPS,1.0000000223517418,19.0
INPPL1,1.0000000223517418,14.0
COG5,1.0000000223517418,22.0
BAX,1.0000000223517418,10.0
LAMB3,1.0000000223517418,16.0
CD163 1,1.0000000223517418,54.0
SDCBP 1,1.0000000223517418,15.0
OCIAD2,1.0000000223517418,8.0
LDHA 1,1.0000000223517418,21.0
GSTA2,1.0000000223517418,21.0
PARP10,1.0000000223517418,19.0
MCTS1,1.0000000223517418,9.0
FUT8,1.0000000223517418,4.0
PDE12,1.0000000223517418,7.0
COA7,1.0000000223517418,15.0
NOL10,1.0000000223517418,19.0
TKT,1.0000000223517418,21.0
PDZD11,1.0000000223517418,12.0
SDF4,1.0000000223517418,13.0
GARS,1.0000000223517418,21.0
GNAI1,1.0000000223517418,14.0
ASAP1,1.0000000223517418,8.0
PTPLAD1,1.0000000223517418,19.0
MT1E,1.0000000223517418,10.0
COQ6 1,1.0000000223517418,12.0
LTBP3,1.0000000223517418,22.0
LRRFIP2,1.0000000223517418,12.0
SGTA,1.0000000223517418,11.0
CIRBP,1.0000000223517418,6.0
UFM1,1.0000000223517418,9.0
C12orf5,1.0000000223517418,11.0
XPNPEP1,1.0000000223517418,18.0
TOM1 1,1.0000000223517418,11.0
PDLIM3,1.0000000221189111,124.0
TMED10,1.0000000218860805,42.0
XP_003403926,1.0000000214204192,20.0
PUF60 1,1.0000000214204192,41.0
TRIM33 2,1.0000000214204192,59.0
FBLN5,1.000000020954758,54.0
PALLD 1,1.000000020954758,69.0
CAPZB 3,1.000000020954758,44.0
KRT13,1.0000000204890966,34.0
MTX2,1.0000000204890966,28.0
GAPVD1,1.0000000204890966,22.0
GOLGA2,1.0000000204890966,19.0
RAC2,1.0000000204890966,27.0
PML 3,1.0000000204890966,24.0
OBSL1,1.0000000204890966,28.0
DDX3X,1.0000000204890966,22.0
RTN4 3,1.0000000204890966,39.0
CALD1 3,1.0000000204890966,207.0
CUL1,1.0000000204890966,14.0
RBM10 2,1.0000000204890966,22.0
GPX7,1.0000000204890966,39.0
CHD3,1.0000000204890966,37.0
TIMM44,1.0000000204890966,18.0
ATAD3A,1.0000000204890966,30.0
CCDC58,1.0000000204890966,20.0
ATP6V1C1,1.0000000204890966,43.0
HBG1,1.0000000204890966,31.0
TPT1,1.0000000204890966,18.0
COX5B,1.0000000204890966,33.0
TMPO 2,1.0000000204890966,36.0
SCRIB 1,1.0000000204890966,36.0
TMEM87A,1.0000000204890966,24.0
TRMT6,1.0000000204890966,27.0
ITGB1,1.0000000204890966,19.0
HNRNPC 2,1.0000000200234354,105.0
UQCRC1,1.0000000197906047,60.0
MAGED2,1.000000019557774,59.0
AOC3,1.000000019557774,24.0
HINT2,1.000000019557774,32.0
RTN4 2,1.000000019557774,28.0
PRPF4B,1.000000019557774,27.0
DDX23,1.000000019557774,89.0
PTPN1,1.0000000190921128,38.0
LUM,1.0000000187428668,117.0
SPTAN1 2,1.0000000186264515,45.0
ELAVL1,1.0000000186264515,29.0
KHDRBS3,1.0000000186264515,15.0
HLTF,1.0000000186264515,6.0
GIT2,1.0000000186264515,10.0
ARHGAP17,1.0000000186264515,13.0
SLK,1.0000000186264515,22.0
SERPINB8,1.0000000186264515,9.0
DUT 2,1.0000000186264515,16.0
MTOR,1.0000000186264515,9.0
KRAS 1,1.0000000186264515,11.0
MRPS25,1.0000000186264515,45.0
STK3,1.0000000186264515,17.0
VDAC3 1,1.0000000186264515,15.0
RBM26,1.0000000186264515,12.0
FKBP4,1.0000000186264515,54.0
AGPAT5,1.0000000186264515,10.0
RNPEP,1.0000000186264515,12.0
GPC6,1.0000000186264515,10.0
CCT8,1.0000000186264515,21.0
ATP2B3,1.0000000186264515,16.0
ALDH1L2,1.0000000186264515,39.0
CCAR2,1.0000000186264515,25.0
AARS2,1.0000000186264515,11.0
CDH6,1.0000000186264515,12.0
ITGA6 2,1.0000000186264515,20.0
ATP2B4 2,1.0000000186264515,16.0
GDI2,1.0000000186264515,17.0
UBE2N,1.0000000186264515,35.0
YWHAQ,1.0000000186264515,20.0
UBE3A,1.0000000186264515,9.0
METAP2,1.0000000186264515,14.0
AK1,1.0000000186264515,21.0
HM13 3,1.0000000186264515,12.0
FAM84B,1.0000000186264515,16.0
PARD3 2,1.0000000186264515,12.0
UBL4A,1.0000000186264515,10.0
PKP3,1.0000000186264515,31.0
DNM1,1.0000000186264515,13.0
ADRBK1,1.0000000186264515,9.0
SERBP1 1,1.0000000186264515,70.0
NCDN,1.0000000186264515,10.0
HM13 1,1.0000000186264515,17.0
TSPAN14,1.0000000186264515,9.0
FLNB,1.0000000186264515,23.0
DNAJC5,1.0000000186264515,11.0
LGALS1,1.0000000186264515,61.0
SCAMP1,1.0000000186264515,10.0
KRT75,1.0000000186264515,29.0
NAA25,1.0000000186264515,12.0
ATP5D,1.0000000186264515,85.0
VTA1,1.0000000186264515,24.0
FAM21A,1.0000000186264515,12.0
RPL27A,1.0000000186264515,49.0
C9orf64,1.0000000186264515,12.0
QDPR,1.0000000186264515,20.0
PDCD4,1.0000000186264515,47.0
FAF2,1.0000000186264515,9.0
SPINT1 1,1.0000000186264515,14.0
RNASET2,1.0000000186264515,12.0
SRP72,1.0000000186264515,30.0
HIST1H1B,1.0000000181607902,41.0
SPTA1,1.0000000181607902,47.0
SSR1,1.0000000181607902,35.0
HSPA5,1.000000017695129,44.0
NEFH,1.000000017695129,61.0
ANP32A,1.000000017695129,96.0
NDRG1,1.000000017695129,35.0
AIFM1,1.000000017695129,89.0
PRDX6,1.000000017695129,65.0
CISD2,1.000000017695129,19.0
COA5,1.000000017695129,17.0
BDH1,1.000000017695129,41.0
POSTN 2,1.000000017695129,40.0
RBM4,1.000000017695129,80.0
MAPK3,1.000000017695129,48.0
PSIP1 1,1.0000000172294676,52.0
HSPA9,1.000000016996637,105.0
TUBB8,1.0000000167638063,29.0
FAH,1.0000000167638063,29.0
CAMK2B,1.0000000167638063,16.0
CHORDC1,1.0000000167638063,13.0
ITGB4,1.0000000167638063,43.0
STAT3 1,1.0000000167638063,19.0
NT5DC2,1.0000000167638063,18.0
NCOA5,1.0000000167638063,42.0
INF2,1.0000000167638063,18.0
NOC3L,1.0000000167638063,13.0
RHOC,1.0000000167638063,24.0
UBE2O,1.0000000167638063,18.0
MCCC2,1.0000000167638063,17.0
ZC3H15,1.0000000167638063,21.0
UFD1L,1.0000000167638063,20.0
TMED7-TICAM2,1.0000000167638063,19.0
SLC3A2,1.0000000167638063,18.0
LDHB,1.0000000167638063,21.0
PEX14,1.0000000167638063,31.0
DCTPP1,1.0000000167638063,17.0
XP_003403714,1.0000000167638063,18.0
EIF3E,1.0000000167638063,21.0
NDUFS8,1.0000000167638063,36.0
SPATS2L 1,1.0000000167638063,14.0
FASN,1.0000000167638063,46.0
HEATR1,1.0000000167638063,60.0
GBP1,1.0000000165309757,97.0
COPA 1,1.000000016298145,73.0
RSL1D1,1.000000016298145,55.0
PDLIM5,1.000000016298145,116.0
TBXAS1,1.000000016298145,74.0
PRKAR2B,1.0000000158324838,47.0
SEL1L,1.0000000158324838,25.0
DLAT,1.0000000158324838,67.0
CSRP1,1.0000000158324838,33.0
SMARCC1,1.0000000158324838,101.0
THRAP3,1.0000000158324838,41.0
DES,1.0000000158324838,39.0
CDC73,1.0000000158324838,107.0
PABPC1,1.0000000158324838,38.0
MPP1,1.0000000158324838,52.0
DAP3,1.0000000158324838,40.0
RAN,1.0000000158324838,52.0
USP5,1.0000000158324838,48.0
SAFB2,1.0000000158324838,43.0
DNAJB11,1.0000000158324838,33.0
UTP15,1.0000000158324838,26.0
B2M,1.0000000153668225,86.0
ACTB,1.0000000153668225,163.0
NOP56,1.0000000153668225,109.0
PCM1,1.0000000149011612,5.0
NBEA,1.0000000149011612,19.0
HERC4,1.0000000149011612,9.0
PDCD6IP,1.0000000149011612,22.0
EDC3,1.0000000149011612,14.0
DYSF,1.0000000149011612,12.0
MRPL37,1.0000000149011612,41.0
ESRP1 2,1.0000000149011612,21.0
IDE,1.0000000149011612,12.0
WRNIP1,1.0000000149011612,20.0
VCAM1,1.0000000149011612,4.0
ATP1B1,1.0000000149011612,15.0
UBR4,1.0000000149011612,27.0
EEFSEC,1.0000000149011612,3.0
DNM2 4,1.0000000149011612,16.0
ECHDC1,1.0000000149011612,3.0
LRRC59,1.0000000149011612,23.0
GNG12,1.0000000149011612,19.0
DHTKD1,1.0000000149011612,7.0
THUMPD1,1.0000000149011612,38.0
GMFB,1.0000000149011612,6.0
NIPBL,1.0000000149011612,13.0
GCLM,1.0000000149011612,21.0
SCO2,1.0000000149011612,5.0
DOCK7,1.0000000149011612,8.0
USP14,1.0000000149011612,33.0
FKBP5,1.0000000149011612,8.0
CD55,1.0000000149011612,20.0
ACLY 2,1.0000000149011612,13.0
SEC24C,1.0000000149011612,11.0
OSBPL1A,1.0000000149011612,5.0
RPLP2,1.0000000149011612,25.0
SNAPIN,1.0000000149011612,9.0
EEF1A1,1.0000000149011612,17.0
ACSS1,1.0000000149011612,5.0
SLC25A22,1.0000000149011612,11.0
GALNT7,1.0000000149011612,8.0
MVP,1.0000000149011612,104.0
ASH2L,1.0000000149011612,17.0
LNPEP,1.0000000149011612,5.0
LRRC16A,1.0000000149011612,6.0
STAU1 2,1.0000000149011612,4.0
SMEK2,1.0000000149011612,42.0
ADSS,1.0000000149011612,6.0
LRRC40,1.0000000149011612,15.0
TMX3,1.0000000149011612,25.0
DDX24,1.0000000149011612,8.0
ACSS2,1.0000000149011612,16.0
YES1,1.0000000149011612,10.0
RAB14,1.0000000149011612,14.0
USP47,1.0000000149011612,9.0
FAM120C,1.0000000149011612,8.0
MTIF2,1.0000000149011612,5.0
IRGQ,1.0000000149011612,9.0
PGRMC2,1.0000000149011612,8.0
BAIAP2 2,1.0000000149011612,43.0
PPP6R1,1.0000000149011612,13.0
ENPP4,1.0000000149011612,10.0
TGOLN2,1.0000000149011612,8.0
IPO8,1.0000000149011612,11.0
AKT2,1.0000000149011612,4.0
EIF2A,1.0000000149011612,8.0
FUCA2,1.0000000149011612,20.0
PTBP1 2,1.0000000149011612,17.0
GRB7,1.0000000149011612,8.0
CARS2,1.0000000149011612,7.0
NDUFS3,1.0000000149011612,26.0
LYPLA1,1.0000000149011612,8.0
MAP4 2,1.0000000149011612,8.0
ACSL4,1.0000000149011612,5.0
ARHGAP35,1.0000000149011612,19.0
RAP1B,1.0000000149011612,21.0
CLMN,1.0000000149011612,13.0
TOMM40,1.0000000149011612,11.0
MINPP1,1.0000000149011612,8.0
HTATSF1,1.0000000149011612,17.0
SH3KBP1,1.0000000149011612,9.0
NFIX,1.0000000149011612,27.0
OSBP,1.0000000149011612,11.0
NP_004252,1.0000000149011612,22.0
ARHGEF2,1.0000000149011612,6.0
RTKN,1.0000000149011612,5.0
ME2,1.0000000149011612,10.0
FRG1,1.0000000149011612,5.0
TBRG4,1.0000000149011612,16.0
XPR1,1.0000000149011612,10.0
ALDH2,1.0000000149011612,7.0
VTN,1.0000000149011612,35.0
IMPDH2,1.0000000149011612,14.0
PEA15,1.0000000149011612,27.0
DEK,1.0000000149011612,55.0
NACC1,1.0000000149011612,29.0
VAPA 1,1.0000000149011612,8.0
FYTTD1,1.0000000149011612,10.0
C16orf13,1.0000000149011612,6.0
UROD,1.0000000149011612,11.0
UHRF2,1.0000000149011612,6.0
FLAD1,1.0000000149011612,4.0
C2,1.0000000149011612,50.0
SMARCD1,1.0000000149011612,30.0
CHCHD6,1.0000000149011612,5.0
EMILIN2,1.0000000149011612,4.0
PALM2-AKAP2,1.0000000149011612,3.0
RPIA,1.0000000149011612,7.0
RTCB,1.0000000149011612,21.0
AKAP8L,1.0000000149011612,30.0
SPG7,1.0000000149011612,39.0
LMCD1,1.0000000149011612,5.0
MT1M,1.0000000149011612,10.0
MAP4 1,1.0000000149011612,8.0
STIM1,1.0000000149011612,20.0
CUX1 1,1.0000000149011612,6.0
DNM1L 2,1.0000000149011612,15.0
C15orf38-AP3S2,1.0000000149011612,13.0
SLC4A2,1.0000000149011612,6.0
FTL,1.0000000149011612,6.0
CD38,1.0000000144355,32.0
TNXB,1.0000000144355,65.0
XP_003403902,1.0000000139698386,18.0
ARHGDIA,1.0000000139698386,32.0
EFTUD2,1.0000000139698386,61.0
PSIP1 2,1.0000000139698386,48.0
DEFA1B,1.0000000139698386,20.0
SIL1,1.0000000139698386,17.0
EHD1,1.0000000139698386,17.0
KDM1A,1.0000000135041773,73.0
RAP1A,1.0000000135041773,26.0
SERPINA1,1.0000000135041773,38.0
KIAA0020,1.0000000135041773,39.0
STAT6,1.000000013038516,17.0
TMOD3,1.000000013038516,15.0
RING1,1.000000013038516,22.0
PDCD11,1.000000013038516,50.0
ERP44,1.000000013038516,31.0
HMGN4,1.000000013038516,34.0
CELF1 1,1.000000013038516,25.0
NME3,1.000000013038516,21.0
PLS1,1.000000013038516,21.0
EIF4G1 1,1.000000013038516,45.0
NUP35,1.000000013038516,27.0
SEPHS1,1.000000013038516,28.0
MSLN 1,1.000000013038516,31.0
ADD3 2,1.000000013038516,24.0
ZC3HAV1,1.000000013038516,17.0
EXOSC9,1.000000013038516,20.0
APEH,1.000000013038516,34.0
CD2BP2,1.000000013038516,19.0
ANKS1A,1.000000013038516,17.0
RPL26L1,1.000000013038516,36.0
UNC119B,1.000000013038516,36.0
ACO2,1.000000013038516,39.0
HSPA6,1.000000013038516,22.0
TMSB4X,1.000000013038516,15.0
PCBP2 1,1.000000013038516,25.0
CBFB 1,1.000000013038516,7.0
IDH1,1.000000013038516,44.0
MYO1A,1.000000013038516,17.0
MAP7D1,1.000000013038516,14.0
PODXL,1.000000013038516,21.0
GOLGA5,1.000000013038516,13.0
TOMM70A,1.000000013038516,40.0
DCPS,1.000000013038516,20.0
YWHAG,1.000000013038516,20.0
PTBP1 1,1.000000013038516,18.0
MYL6B,1.0000000125728548,51.0
NOMO1,1.0000000125728548,51.0
TLN2,1.0000000125728548,47.0
ATP5O,1.0000000125728548,97.0
PAFAH1B1,1.0000000121071935,22.0
TAGLN3,1.0000000121071935,23.0
SLC25A1,1.0000000121071935,38.0
LCN2,1.0000000121071935,27.0
ALAD,1.0000000121071935,42.0
HMGCL,1.0000000121071935,51.0
XPO5,1.0000000116415322,77.0
SLC4A1,1.0000000116415322,39.0
UQCRC2,1.0000000116415322,66.0
H2AFY 2,1.0000000116415322,68.0
NME2,1.000000011175871,21.0
DDX56,1.000000011175871,34.0
PEPD,1.000000011175871,13.0
CASP3,1.000000011175871,13.0
TFRC,1.000000011175871,23.0
PCCA,1.000000011175871,30.0
RRM1,1.000000011175871,10.0
SNX12,1.000000011175871,11.0
TJP1 2,1.000000011175871,27.0
NAE1,1.000000011175871,18.0
GALNS,1.000000011175871,13.0
KCTD21,1.000000011175871,9.0
TATDN1,1.000000011175871,23.0
THOC3,1.000000011175871,11.0
CD59,1.000000011175871,17.0
NTPCR,1.000000011175871,13.0
DHX15,1.000000011175871,15.0
SACM1L,1.000000011175871,23.0
EEF1D 2,1.000000011175871,29.0
RAB34,1.000000011175871,9.0
LCMT1,1.000000011175871,17.0
YWHAB,1.000000011175871,17.0
PAX8,1.000000011175871,14.0
CLIC1,1.000000011175871,17.0
GDI1,1.000000011175871,15.0
PAFAH1B2,1.000000011175871,24.0
CBX1,1.000000011175871,30.0
ASPH,1.000000011175871,9.0
APOA4,1.000000011175871,12.0
PARN,1.000000011175871,11.0
ZFPL1,1.000000011175871,10.0
LUZP1,1.000000011175871,24.0
HLA-B,1.000000011175871,69.0
PPFIBP2,1.000000011175871,11.0
ISYNA1,1.000000011175871,14.0
ZNF384,1.000000011175871,17.0
NCAM1,1.000000011175871,17.0
NDUFV2,1.000000011175871,24.0
NAMPT,1.000000011175871,17.0
BAZ1B,1.000000011175871,14.0
ERAP1,1.000000011175871,10.0
NDUFB9,1.000000011175871,22.0
CLTC,1.000000011175871,28.0
GGPS1,1.000000011175871,13.0
ACO1,1.000000011175871,16.0
RAB11A,1.000000011175871,22.0
NMI,1.000000011175871,38.0
NLRX1,1.000000011175871,20.0
NP_536355,1.000000011175871,16.0
DDR1,1.000000011175871,21.0
NHP2,1.000000011175871,54.0
MAP1S,1.000000011175871,14.0
HCK,1.000000011175871,32.0
BCKDK,1.000000011175871,13.0
LHPP,1.000000011175871,10.0
PDS5B,1.000000011175871,35.0
GLDC,1.000000011175871,11.0
ALDH6A1,1.000000011175871,74.0
SCYL1,1.000000011175871,13.0
GLOD4,1.000000011175871,17.0
ARPC5L,1.000000011175871,20.0
AP1M2,1.000000011175871,24.0
NUP153,1.000000011175871,16.0
PNKP,1.000000011175871,18.0
QARS,1.000000011175871,13.0
CRK 1,1.000000011175871,19.0
CYB5A,1.000000011175871,19.0
TXNRD1,1.000000011175871,20.0
RIC8A,1.000000011175871,14.0
DPM1,1.000000011175871,16.0
FLNA 2,1.0000000102445483,116.0
ARRB1,1.0000000102445483,18.0
XP_003403613,1.0000000102445483,22.0
IKBIP 1,1.0000000102445483,60.0
CTSD,1.0000000102445483,33.0
RHOQ,1.0000000102445483,27.0
SDPR,1.0000000102445483,32.0
NOP58,1.000000009778887,85.0
SRSF8,1.000000009778887,109.0
CD9,1.0000000093132257,22.0
PPP2R5D,1.0000000093132257,19.0
PML 1,1.0000000093132257,26.0
PDLIM4,1.0000000093132257,32.0
API5 2,1.0000000093132257,35.0
DBNL 2,1.0000000093132257,22.0
CASK,1.0000000093132257,22.0
LIMS1 2,1.0000000093132257,18.0
IDH3G,1.0000000093132257,45.0
M6PR,1.0000000093132257,22.0
EIF5A,1.0000000093132257,15.0
XP_003403669,1.0000000093132257,21.0
GALE,1.0000000093132257,17.0
SYK 1,1.0000000093132257,15.0
SF1 2,1.0000000093132257,43.0
PTGES2,1.0000000093132257,36.0
C1QBP,1.0000000093132257,50.0
MYCBP,1.0000000093132257,19.0
POFUT1,1.0000000093132257,22.0
ZFR,1.0000000093132257,52.0
ORM1,1.0000000093132257,23.0
STMN1,1.0000000093132257,85.0
MTMR12,1.0000000093132257,27.0
DHCR24,1.0000000093132257,20.0
WNK1,1.0000000093132257,19.0
TXNDC12,1.0000000093132257,24.0
H6PD,1.0000000093132257,18.0
TJP1 1,1.0000000093132257,26.0
RNF20,1.0000000093132257,22.0
GYG1,1.0000000093132257,35.0
SMC1A,1.0000000093132257,52.0
CISD1,1.0000000093132257,19.0
LUC7L3,1.0000000093132257,16.0
ATP5F1,1.0000000093132257,47.0
SFN,1.0000000093132257,35.0
HCLS1,1.000000009080395,83.0
SNRNP200,1.0000000088475645,148.0
COL6A3 2,1.0000000088475645,71.0
HLA-A 2,1.0000000088475645,49.0
CHCHD3,1.0000000083819032,67.0
RANBP1,1.0000000083819032,28.0
BRD2,1.0000000083819032,31.0
NDUFS1,1.0000000083819032,33.0
TXLNG,1.0000000083819032,27.0
VPS13C,1.0000000083819032,25.0
AP2A1,1.0000000083819032,24.0
HEXA,1.0000000083819032,33.0
RAB23,1.0000000083819032,30.0
U2AF1 1,1.0000000083819032,78.0
PDS5A,1.0000000083819032,43.0
U2SURP,1.0000000083819032,55.0
SH3BGRL3,1.0000000083819032,22.0
PLG,1.0000000079162419,63.0
S100A11,1.0000000079162419,61.0
MT1X,1.0000000074505806,8.0
ENPP1,1.0000000074505806,7.0
PIN1,1.0000000074505806,30.0
KIF2A,1.0000000074505806,10.0
ATP2A2,1.0000000074505806,15.0
ELMOD2,1.0000000074505806,8.0
MINA,1.0000000074505806,7.0
AFAP1L2 1,1.0000000074505806,7.0
TOMM5,1.0000000074505806,10.0
TPP2,1.0000000074505806,16.0
TMEM33,1.0000000074505806,10.0
ATAD1,1.0000000074505806,9.0
RBMS1 1,1.0000000074505806,6.0
DUSP23,1.0000000074505806,9.0
RCN2,1.0000000074505806,11.0
LCLAT1,1.0000000074505806,15.0
COX17,1.0000000074505806,16.0
TSSC4,1.0000000074505806,7.0
AKR1C4,1.0000000074505806,9.0
NAPG,1.0000000074505806,17.0
SUCLA2,1.0000000074505806,13.0
CALU 1,1.0000000074505806,26.0
POLB,1.0000000074505806,12.0
EIF3J,1.0000000074505806,22.0
SMN1,1.0000000074505806,6.0
FDFT1,1.0000000074505806,12.0
MON2,1.0000000074505806,10.0
HBG2,1.0000000074505806,32.0
CA2,1.0000000074505806,42.0
LANCL2,1.0000000074505806,27.0
CLDN3,1.0000000074505806,22.0
DYNLRB1,1.0000000074505806,9.0
C11orf54,1.0000000074505806,24.0
HSD17B10,1.0000000074505806,37.0
BST2,1.0000000074505806,8.0
TCEAL5,1.0000000074505806,12.0
GOPC,1.0000000074505806,4.0
OPA3,1.0000000074505806,11.0
OXSR1,1.0000000074505806,10.0
TBC1D15,1.0000000074505806,7.0
TOR1AIP1,1.0000000074505806,19.0
NMT1,1.0000000074505806,9.0
AHCYL2,1.0000000074505806,37.0
TUBB,1.0000000074505806,46.0
HM13 2,1.0000000074505806,16.0
MUT,1.0000000074505806,8.0
EPB41L2 1,1.0000000074505806,11.0
ALDH7A1,1.0000000074505806,15.0
UBXN7,1.0000000074505806,12.0
ATOX1,1.0000000074505806,5.0
SPATS2L 2,1.0000000074505806,15.0
HEXIM1,1.0000000074505806,8.0
EPB41L3,1.0000000074505806,7.0
XRN2,1.0000000074505806,10.0
LGALS3BP,1.0000000074505806,16.0
TOMM22,1.0000000074505806,8.0
RTN4 1,1.0000000074505806,36.0
SKIV2L,1.0000000074505806,5.0
MAPK14 2,1.0000000074505806,5.0
HIP1,1.0000000074505806,11.0
THBS3,1.0000000074505806,14.0
SEC63,1.0000000074505806,17.0
ZMYM4,1.0000000074505806,15.0
UBE2K,1.0000000074505806,8.0
HINT1,1.0000000074505806,14.0
OS9 2,1.0000000074505806,8.0
USP9Y,1.0000000074505806,9.0
ME1,1.0000000074505806,9.0
ACOT9,1.0000000074505806,17.0
PPCS,1.0000000074505806,26.0
MGEA5,1.0000000074505806,10.0
DNM2 3,1.0000000074505806,16.0
MAP2K3,1.0000000074505806,5.0
PRKCI,1.0000000074505806,7.0
KHSRP,1.0000000074505806,34.0
LPP,1.0000000074505806,12.0
DCXR,1.0000000074505806,9.0
RALGAPB,1.0000000074505806,13.0
CHID1,1.0000000074505806,8.0
PREP,1.0000000074505806,18.0
TMX2,1.0000000074505806,8.0
DLG1 2,1.0000000074505806,13.0
CAMK2G 2,1.0000000074505806,13.0
ACTR1B,1.0000000074505806,11.0
IFI30,1.0000000074505806,19.0
NBN,1.0000000074505806,6.0
MICU1,1.0000000074505806,6.0
NRAS,1.0000000074505806,13.0
MAP7,1.0000000074505806,20.0
PRKACB 2,1.0000000074505806,19.0
PSMB5,1.0000000074505806,53.0
POSTN 3,1.0000000074505806,41.0
TMEM126A,1.0000000074505806,16.0
RPL18,1.0000000074505806,25.0
PRRC1,1.0000000074505806,28.0
DPP3,1.0000000074505806,24.0
SYMPK,1.0000000074505806,23.0
TRIOBP,1.0000000074505806,8.0
LIMK2,1.0000000074505806,13.0
